date,type,title,sponsor,committees,latest_action,tracker,url
09/03/2021,BILL,To establish the United States-Israel Artificial Intelligence Center to improve artificial intelligence research and development cooperation.,"Rep. Auchincloss, Jake [D-MA-4]", House - Foreign Affairs        ,House - 09/03/2021 Referred to the House Committee on Foreign Affairs. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5148?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-03%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=1
09/03/2021,BILL,"To amend the Public Health Service Act with respect to the designation of general surgery shortage areas, and for other purposes.","Rep. Bera, Ami [D-CA-7]", House - Energy and Commerce        ,House - 09/03/2021 Referred to the House Committee on Energy and Commerce. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5149?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-03%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=2
09/03/2021,BILL,"To reauthorize the Trafficking Victims Protection Act of 2000, and for other purposes.","Rep. Smith, Christopher H. [R-NJ-4]", House - Foreign Affairs; Judiciary; Ways and Means; Oversight and Reform; Education and Labor; Transportation and Infrastructure; Energy and Commerce; Armed Services; Financial Services        ,"House - 09/03/2021 Referred to the Committee on Foreign Affairs, and in addition to the Committees on the Judiciary, Ways and Means, Oversight and Reform, Education and Labor, Transportation and Infrastructure, Energy and Commerce, Armed Services, and Financial Services, for a period... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5150?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-03%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=3
09/03/2021,BILL,"To amend title 38, United States Code to provide for the transfer of entitlement to educational assistance under Post-9/11 Educational Assistance Program of Department of Veterans Affairs when an eligible individual dies after approval of transfer and before transferring all of the individual's entitlement, and for other purposes.","Rep. Bilirakis, Gus M. [R-FL-12]", House - Veterans' Affairs        ,House - 09/03/2021 Referred to the House Committee on Veterans' Affairs. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5151?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-03%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=4
09/03/2021,BILL,"To amend the Internal Revenue Code of 1986 to provide for a phaseout of the investment income excise tax for certain private colleges and universities, and for other purposes.","Rep. Boyle, Brendan F. [D-PA-2]", House - Ways and Means        ,House - 09/03/2021 Referred to the House Committee on Ways and Means. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5152?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-03%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=5
09/03/2021,BILL,"To require the Secretary of Defense to establish cadre of software development and acquisition experts, and for other purposes.","Rep. Brown, Anthony G. [D-MD-4]", House - Armed Services        ,House - 09/03/2021 Referred to the House Committee on Armed Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5153?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-03%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=6
09/03/2021,BILL,"To prohibit commercial DNA testing services from disclosing the genetic information of United States nationals to foreign entities, and for other purposes.","Rep. Burchett, Tim [R-TN-2]", House - Energy and Commerce        ,House - 09/03/2021 Referred to the House Committee on Energy and Commerce. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5154?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-03%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=7
09/03/2021,BILL,To provide for a temporary safe harbor for certain failures by individuals to pay estimated income tax.,"Rep. Chu, Judy [D-CA-27]", House - Ways and Means        ,House - 09/03/2021 Referred to the House Committee on Ways and Means. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5155?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-03%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=8
09/03/2021,BILL,"To promote the use of smart technologies and systems in communities, and for other purposes.","Rep. Clarke, Yvette D. [D-NY-9]", House - Transportation and Infrastructure        ,House - 09/03/2021 Referred to the House Committee on Transportation and Infrastructure. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5156?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-03%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=9
09/03/2021,BILL,To facilitate direct primary care arrangements.,"Rep. Crenshaw, Dan [R-TX-2]", House - Ways and Means; Energy and Commerce; Education and Labor        ,"House - 09/03/2021 Referred to the Committee on Ways and Means, and in addition to the Committees on Energy and Commerce, and Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5157?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-03%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=10
