date,type,title,sponsor,committees,latest_action,tracker,url
02/28/2022,BILL,Emmett Till Antilynching Act,"Rep. Rush, Bobby L. [D-IL-1]", House - Judiciary        ,Senate - 03/01/2022 Received in the Senate. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/55?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-28%5C%22%22%5D%7D&s=1&r=1
02/28/2022,BILL,CROWN Act of 2021,"Rep. Watson Coleman, Bonnie [D-NJ-12]", House - Judiciary; Education and Labor; Budget        ,"House - 02/28/2022 On motion to suspend the rules and pass the bill, as amended Failed by the Yeas and Nays: (2/3 required): 235 - 188 (",Failed House,https://www.congress.gov/bill/117th-congress/house-bill/2116?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-28%5C%22%22%5D%7D&s=1&r=2
02/28/2022,BILL,"To designate the facility of the United States Postal Service located at 170 Manhattan Avenue in Buffalo, New York, as the Indiana Hunt-Martin Post Office Building.","Rep. Higgins, Brian [D-NY-26]", House - Oversight and Reform | Senate - Homeland Security and Governmental Affairs        ,Senate - 03/01/2022 Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/2142?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-28%5C%22%22%5D%7D&s=1&r=3
02/28/2022,BILL,Postal Service Reform Act of 2022,"Rep. Maloney, Carolyn B. [D-NY-12]", House - Oversight and Reform; Energy and Commerce; Ways and Means        ,Senate - 03/01/2022 ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/3076?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-28%5C%22%22%5D%7D&s=1&r=4
02/28/2022,BILL,Women's Health Protection Act of 2021,"Rep. Chu, Judy [D-CA-27]", House - Energy and Commerce        ,Senate - 02/28/2022 Cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 46 - 48. ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/3755?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-28%5C%22%22%5D%7D&s=1&r=5
02/28/2022,BILL,Honoring our PACT Act of 2021,"Rep. Takano, Mark [D-CA-41]", House - Veterans' Affairs; Armed Services        ,House - 03/01/2022 Rule ,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/3967?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-28%5C%22%22%5D%7D&s=1&r=6
02/28/2022,BILL,America COMPETES Act of 2022,"Rep. Johnson, Eddie Bernice [D-TX-30]",H.R. 4521 - Bioeconomy Research and Development Act of 2021 [America COMPETES Act of 2022],Senate - 02/28/2022 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 282. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/4521?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-28%5C%22%22%5D%7D&s=1&r=7
02/28/2022,BILL,Regional Innovation Act of 2021,"Rep. Wild, Susan [D-PA-7]"," House - Science, Space, and Technology        ","House - 02/28/2022 Placed on the Union Calendar, Calendar No. 183. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4588?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-28%5C%22%22%5D%7D&s=1&r=8
02/28/2022,BILL,"To amend the Public Health Service Act to limit the authority of the Department of Health and Human Services to regulate interstate commerce relating to communicable diseases, to amend title 49, United States Code, to limit the authority of the Federal Aviation Administration to regulate air commerce relating to communicable diseases, and for other purposes.","Rep. Brooks, Mo [R-AL-5]", House - Energy and Commerce; Transportation and Infrastructure        ,House - 02/28/2022 Referred to the Subcommittee on Aviation. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6829?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-28%5C%22%22%5D%7D&s=1&r=9
02/28/2022,BILL,"To require the Commandant of the Coast Guard to issue regulations for amphibious passenger vessels operating in waters subject to the jurisdiction of the United States, and for other purposes.","Rep. Carson, Andre [D-IN-7]", House - Transportation and Infrastructure        ,House - 02/28/2022 Referred to the Subcommittee on Coast Guard and Maritime Transportation. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6831?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-28%5C%22%22%5D%7D&s=1&r=10
