category,date,url,title
majority,8/5/21,http://www.hsgac.senate.gov/media/majority-media/peters-announces-nearly-35-million-in-security-grants-to-faith-based-and-nonprofit-institutions-across-michigan-,Peters Announces Nearly $3.5 Million in Security Grants to Faith-Based and Nonprofit Institutions Across Michigan
majority,8/5/21,http://www.hsgac.senate.gov/media/majority-media/peters-convenes-second-hearing-examining-actions-needed-to-combat-white-supremacist-and-anti-government-domestic-terrorism-threats,Peters Convenes Second Hearing Examining Actions Needed to Combat White Supremacist and Anti-Government Domestic Terrorism Threats
majority,8/4/21,http://www.hsgac.senate.gov/media/majority-media/peters-bipartisan-legislation-to-help-identify-and-strengthen-critical-supply-chain-vulnerabilities-advances-in-senate,Peters Bipartisan Legislation to Help Identify and Strengthen Critical Supply Chain Vulnerabilities Advances in Senate
majority,8/4/21,http://www.hsgac.senate.gov/media/majority-media/peters-and-portman-legislation-to-strengthen-cybersecurity-coordination-with-state-and-local-governments-advances-in-senate-,Peters and Portman Legislation to Strengthen Cybersecurity Coordination with State and Local Governments Advances in Senate
majority,8/3/21,http://www.hsgac.senate.gov/media/majority-media/peters-examines-impact-of-white-supremacist-faith-based-and-anti-government-domestic-terrorism-threat-on-american-communities,"Peters Examines Impact of White Supremacist, Faith-Based and Anti-Government Domestic Terrorism Threat on American Communities"
majority,8/3/21,http://www.hsgac.senate.gov/media/majority-media/peters-discusses-cybersecurity-priorities-with-top-administration-officials-,Peters Discusses Cybersecurity Priorities with Top Administration Officials
hearings,8/05/21,http://www.hsgac.senate.gov/hearings/examining-the-threat-of-racially-ethnically-religiously-and-politically-motivated-attacks-part-ii,"Full Committee Hearing : Domestic Terrorism and Violent Extremism: Examining the Threat of Racially, Ethnically, Religiously, and Politically Motivated Attacks, Part II"
hearings,8/04/21,http://www.hsgac.senate.gov/08/04/2021/business-meeting-,Business Meeting : Business Meeting
hearings,8/03/21,http://www.hsgac.senate.gov/hearings/domestic-terrorism-and-violent-extremism-examining-the-threat-of-racially-ethnically-religiously-and-politically-motivated-attacks-part-i,"Full Committee Hearing : Domestic Terrorism and Violent Extremism: Examining the Threat of Racially, Ethnically, Religiously, and Politically Motivated Attacks, Part I"
minority,8/5/21,http://www.hsgac.senate.gov/media/minority-media/portman-questions-witnesses-on-role-of-federal-government-in-preventing-and-addressing-domestic-terrorism_violent-extremism,Portman Questions Witnesses on Role of Federal Government in Preventing & Addressing Domestic Terrorism & Violent Extremism
minority,8/5/21,http://www.hsgac.senate.gov/media/minority-media/portman-at-hearing-on-domestic-terrorism-and-violent-extremism-we-need-to-hear-from-biden-administration-about-what-they-are-doing-to-combat-these-threats,Portman at Hearing on Domestic Terrorism & Violent Extremism: We Need to Hear from Biden Administration About What They Are Doing to Combat These Threats
minority,8/4/21,http://www.hsgac.senate.gov/media/minority-media/portman-applauds-committee-passage-of-bipartisan-legislation-to-help-improve-federal-workforces-understanding-of-artificial-intelligence,Portman Applauds Committee Passage of Bipartisan Legislation to Help Improve Federal Workforce’s Understanding of Artificial Intelligence
minority,8/4/21,http://www.hsgac.senate.gov/media/minority-media/portman-peters-applaud-unanimous-committee-passage-of-legislation-to-strengthen-cybersecurity-coordination-with-state-and-local-governments,"Portman, Peters Applaud Unanimous Committee Passage of Legislation to Strengthen Cybersecurity Coordination with State and Local Governments"
minority,8/4/21,http://www.hsgac.senate.gov/media/minority-media/portman-peters-applaud-committee-passage-of-bipartisan-legislation-to-create-task-force-at-dhs-to-combat-deepfakes,"Portman, Peters Applaud Committee Passage of Bipartisan Legislation to Create Task Force at DHS to Combat Deepfakes"
minority,8/4/21,http://www.hsgac.senate.gov/media/minority-media/portman-peters-applaud-committee-passage-of-bipartisan-legislation-to-direct-dhs-to-research-supply-chain-vulnerabilities-that-threaten-national-security,"Portman, Peters Applaud Committee Passage of Bipartisan Legislation to Direct DHS to Research Supply Chain Vulnerabilities That Threaten National Security"
minority,8/3/21,http://www.hsgac.senate.gov/media/minority-media/at-hearing-experts-commend-portmans-bipartisan-legislation-to-secure-federal-security-resources-for-faith-based-and-nonprofit-institutions,"At Hearing, Experts Commend Portman’s Bipartisan Legislation to Secure Federal Security Resources For Faith-Based & Nonprofit Institutions"
minority,8/3/21,http://www.hsgac.senate.gov/media/minority-media/portman-at-hearing-on-domestic-terrorism-and-violent-extremism-it-is-important-that-we-recognize-all-communities-that-have-been-impacted,Portman at Hearing on Domestic Terrorism & Violent Extremism: It is Important That We Recognize All Communities That Have Been Impacted
minority,8/3/21,http://www.hsgac.senate.gov/media/minority-media/new-bipartisan-portman-peters-report-shows-federal-agencies-cybersecurity-failures-leaving-americans-personal-information-at-risk,New Bipartisan Portman-Peters Report Shows Federal Agencies’ Cybersecurity Failures Leaving Americans’ Personal Information at Risk
minority,8/2/21,http://www.hsgac.senate.gov/media/minority-media/portman-sinema-king-rounds-hassan-romney-announce-more-than-20-million-for-the-office-of-national-cyber-director-included-in-the-infrastructure-investment-and-jobs-act,"Portman, Sinema, King, Rounds, Hassan, Romney Announce More Than $20 Million for the Office of National Cyber Director Included in the Infrastructure Investment & Jobs Act"
minority,8/2/21,http://www.hsgac.senate.gov/media/minority-media/portman-sinema-manchin-announce-bipartisan-bill-to-improve-federal-permitting-process-included-in-the-infrastructure-investment-and-jobs-act,"Portman, Sinema, Manchin Announce Bipartisan Bill to Improve Federal Permitting Process Included in the Infrastructure Investment & Jobs Act"
