category,date,url,title
majority,07/30/21,https://www.judiciary.senate.gov/press/dem/releases/durbin-we-must-pass-a-pathway-to-citizenship-for-undocumented-immigrants-via-reconciliation,Durbin: We Must Pass a Pathway to Citizenship for Undocumented Immigrants via Reconciliation
majority,07/30/21,https://www.judiciary.senate.gov/press/dem/releases/durbin-meets-with-president-biden-democratic-lawmakers-on-path-to-citizenship-for-undocumented-immigrants,"Durbin Meets with President Biden, Democratic Lawmakers on Path to Citizenship for Undocumented Immigrants"
hearings,08/11/21,https://www.judiciary.senate.gov/meetings/08/04/2021/nominations,Nominations
hearings,08/05/21,https://www.judiciary.senate.gov/meetings/07/30/2021/executive-business-meeting,Executive Business Meeting
hearings,08/03/21,https://www.judiciary.senate.gov/meetings/breaking-the-logjam-principles-and-practice-of-congressional-oversight-and-executive-privilege,Breaking the Logjam: Principles and Practice of Congressional Oversight and Executive Privilege
hearings,08/03/21,https://www.judiciary.senate.gov/meetings/student-loan-bankruptcy-reform,Student Loan Bankruptcy Reform
minority,08/04/21,https://www.judiciary.senate.gov/press/rep/releases/grassley-shaheen-reintroduce-survivors-bill-of-rights-in-the-states-act-to-provide-sexual-assault-survivors-with-additional-protections,"Grassley, Shaheen Reintroduce Survivors’ Bill of Rights in the States Act to Provide Sexual Assault Survivors with Additional Protections"
minority,08/04/21,https://www.judiciary.senate.gov/press/rep/releases/has-biden-justice-dept-shuttered-ms-13-task-force-amid-rising-levels-of-crime-grassley-wants-to-know,Has Biden Justice Dept. Shuttered MS-13 Task Force amid Rising Levels of Crime? Grassley Wants to Know
minority,08/03/21,https://www.judiciary.senate.gov/press/rep/releases/grassley-probes-rogue-law-enforcement-and-intelligence-activity-at-commerce-dept-after-damning-senate-report,Grassley Probes ‘Rogue’ Law Enforcement and Intelligence Activity at Commerce Dept. after Damning Senate Report
minority,08/04/21,https://www.judiciary.senate.gov/committee-republicans-to-durbin_-chipman-second-request,"Committee Republicans to Durbin - Chipman, Second Request"
minority,08/03/21,https://www.judiciary.senate.gov/grassley-to-justice-dept_-ms-13,Grassley to Justice Dept. - MS-13
