category,date,url,content
Nominations,11/19/21,https://www.congress.gov/nomination/117th-congress/952,"31 nominations, beginning with Christopher Alexander, and ending with Mark Russell"
Nominations,11/19/21,https://www.congress.gov/nomination/117th-congress/725,"Jonathan Eric Kaplan, of California, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Singapore."
Nominations,11/19/21,https://www.congress.gov/nomination/117th-congress/736,"3 nominations, beginning with Jim Nelson Barnhart Jr., and ending with Teresa L. McGhie"
Nominations,11/18/21,https://www.congress.gov/nomination/117th-congress/546,"Julianne Smith, of Michigan, to be United States Permanent Representative on the Council of the North Atlantic Treaty Organization, with the rank and status of Ambassador Extraordinary and Plenipotentiary."
Nominations,11/18/21,https://www.congress.gov/nomination/117th-congress/1421,"Lee Satterfield, of South Carolina, to be an Assistant Secretary of State (Educational and Cultural Affairs), vice Marie Royce."
Nominations,11/18/21,https://www.congress.gov/nomination/117th-congress/1422,"206 nominations, beginning with Stephen Anderson, and ending with Eugene West"
Nominations,11/18/21,https://www.congress.gov/nomination/117th-congress/1420,"4 nominations, beginning with Randy W. Berry, and ending with Lynne Marie Tracy"
Nominations,11/18/21,https://www.congress.gov/nomination/117th-congress/779,"11 nominations, beginning with Lisa M. Allen, and ending with Jasmine M. Osinski"
Nominations,11/18/21,https://www.congress.gov/nomination/117th-congress/1418,"Jeffrey M. Hovenier, of Washington, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Kosovo."
Nominations,11/17/21,https://www.congress.gov/nomination/117th-congress/1419,"3 nominations, beginning with Casey E. Bean, and ending with Erich R. Kuss"
Nominations,11/17/21,https://www.congress.gov/nomination/117th-congress/1417,"One nomination, beginning with Ronald P. Verdonk, and ending with Ronald P. Verdonk"
Nominations,11/17/21,https://www.congress.gov/nomination/117th-congress/1409,"47 nominations, beginning with Roxana Aguirre, and ending with Peter S. Zube"
Nominations,11/17/21,https://www.congress.gov/nomination/117th-congress/1410,"Laura Farnsworth Dogu, of Texas, a Career Member of the Senior Foreign Service, Class of Career Minister, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Honduras."
Nominations,11/17/21,https://www.congress.gov/nomination/117th-congress/1369,"N. Nickolas Perry, of New York, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to Jamaica."
