category,date,url,content
Nominations,09/15/21,https://www.congress.gov/nomination/117th-congress/772,"Julieta Valls Noyes, of Virginia, a Career Member of the Senior Foreign Service, Class of Career Minister, to be an Assistant Secretary of State (Population, Refugees, and Migration), vice Anne Claire Richard."
Nominations,09/15/21,https://www.congress.gov/nomination/117th-congress/776,"Bathsheba Nell Crocker, of the District of Columbia, to be Representative of the United States of America to the Office of the United Nations and Other International Organizations in Geneva, with the rank of Ambassador."
Nominations,09/15/21,https://www.congress.gov/nomination/117th-congress/547,"Adam Scheinman, of Virginia, to be Special Representative of the President for Nuclear Nonproliferation, with the rank of Ambassador."
Nominations,09/15/21,https://www.congress.gov/nomination/117th-congress/492,"Marcia Stephens Bloom Bernicat, of New Jersey, a Career Member of the Senior Foreign Service, Class of the Minister-Counselor,  to be Director General of the Foreign Service, vice Carol Z. Perez."
Nominations,09/15/21,https://www.congress.gov/nomination/117th-congress/777,"Michael Carpenter, of the District of Columbia, to be U.S. Representative to the Organization for Security and Cooperation in Europe, with the rank of Ambassador."
Nominations,09/15/21,https://www.congress.gov/nomination/117th-congress/549,"Barbara A. Leaf, of Virginia, to be an Assistant Secretary of State (Near Eastern Affairs), vice David Schenker."
Nominations,09/15/21,https://www.congress.gov/nomination/117th-congress/785,"Denise Campbell Bauer, of California, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the French Republic, and to serve concurrently and without additional compensation as Ambassador Extraordinary and Plenipotentiary of the United States of America to the Principality of Monaco."
Nominations,09/15/21,https://www.congress.gov/nomination/117th-congress/736,"Julianne Smith, of Michigan, to be United States Permanent Representative on the Council of the North Atlantic Treaty Organization, with the rank and status of Ambassador Extraordinary and Plenipotentiary."
Nominations,09/15/21,https://www.congress.gov/nomination/117th-congress/416,"C.S. Eliot Kang, of New Jersey, to be an Assistant Secretary of State (International Security and Non-Proliferation), vice Christopher Ashley Ford."
Legislation,09/15/21,https://www.congress.gov/bill/117th-congress/senate-concurrent-resolution/15,"A concurrent resolution expressing the sense of Congress that the withdrawal of Armed Forces from Afghanistan does not undermine or diminish the sacrifice, efforts, and accomplishments of the members of the Armed Forces, diplomats, humanitarians, allies, and partners."
Legislation,09/14/21,https://www.congress.gov/bill/117th-congress/senate-bill/2745,"A bill to impose sanctions and other measures with respect to the Taliban, and for other purposes."
Legislation,09/14/21,https://www.congress.gov/bill/117th-congress/senate-resolution/360,A resolution celebrating the 30th anniversary of the independence of Ukraine from the former Soviet Union.
Legislation,09/14/21,https://www.congress.gov/bill/117th-congress/senate-resolution/359,"A resolution expressing the sense of the Senate that the Secretary of State should designate the Afghan Taliban as a Foreign Terrorist Organization, freeze all assets of the Government of Afghanistan held in the United States, and use all authority and influence of the United States Government to prohibit the distribution of funds to the Afghan Taliban by other countries and international institutions and organizations."
