category,date,title,url
Majority Hearings,Apr 05 2022,,https://transportation.house.gov/committee-activity/hearings/fema-priorities-for-2022-and-the-2022-2026-strategic-plan
Majority Press Releases,"April 01, 2022","Chairs DeFazio, Titus Announce Hearing on FEMA’s 2022 Priorities",https://transportation.house.gov/news/press-releases/chairs-defazio-titus-announce-hearing-on-femas-2022-priorities
Majority Hearings,Apr 06 2022,,https://transportation.house.gov/committee-activity/hearings/national-transportation-safety-board-reauthorization
Majority Press Releases,"March 31, 2022",Chair DeFazio Introduces Legislation to Strengthen Aviation Safety Standards at Foreign Repair Stations ,https://transportation.house.gov/news/press-releases/chair-defazio-introduces-legislation-to-strengthen-aviation-safety-standards-at-foreign-repair-stations-
Majority Press Releases,"March 30, 2022","House of Representatives Passes Transportation and Infrastructure Bills Cleared by T&I Committee, Including Legislation to Prevent Sexual Violence in Transportation",https://transportation.house.gov/news/press-releases/house-of-representatives-passes-transportation-and-infrastructure-bills-cleared-by-tandi-committee-including-legislation-to-prevent-sexual-violence-in-transportation
Majority Press Releases,"March 29, 2022",House of Representatives Passes the Bipartisan Don Young Coast Guard Authorization Act ,https://transportation.house.gov/news/press-releases/house-of-representatives-passes-the-bipartisan-don-young-coast-guard-authorization-act-
Minority Press Releases,"April 1, 2022",MEDIA ADVISORY: T&I Republicans to Hold Energy Crisis Roundtable,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405837
Minority Press Releases,"March 29, 2022",House of Representatives Passes the Bipartisan Don Young Coast Guard Authorization Act ,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405834
