category,date,time,title,urls
Markup,9/30/21,1:00 PM,Markup of Various Measures,https://foreignaffairs.house.gov/markups?ID=DF57F38C-ED7B-4310-BF39-4EBF26674330
Press Release,9/24/21,,Chair Meeks Issues Statement on Quad Leaders’ Summit ,https://foreignaffairs.house.gov/press-releases?ID=FE6A3260-17CD-46A4-97AD-45D7A539F9A6
Press Release,9/23/21,,Meeks Issues Statement on Resignation of Special Envoy for Haiti,https://foreignaffairs.house.gov/press-releases?ID=FB32C62F-6B6F-42C9-8C62-DE273363C0D9
Press Release,9/22/21,,"Meeks, McCaul, Bass, Smith Issue Statement   Regarding Reports of Failed Coup in Sudan",https://foreignaffairs.house.gov/press-releases?ID=47AAD09C-8E29-48E0-AF1F-986D498F82B1
Press Release,9/22/21,,"Chairs Meeks, Thompson Write DHS & State Department to Urge Stop to Repatriations of Haitian Migrants",https://foreignaffairs.house.gov/press-releases?ID=E44E1AAD-2527-4A55-B6A4-069DD9C33C8B
Hearing,9/30/21,1:00 PM,Markup of Various Measures,https://foreignaffairs.house.gov/hearings?ID=DF57F38C-ED7B-4310-BF39-4EBF26674330
Hearing,9/28/21,2:00 PM,Understanding Conflict in Africa,https://foreignaffairs.house.gov/hearings?ID=961C428C-178D-45DD-9036-B751C1BCD260
Hearing,9/28/21,10:00 AM,Strengthening the U.S. Ties with Southeast Asia,https://foreignaffairs.house.gov/hearings?ID=C98C7F68-A039-4D39-82CB-ED64682DD1A7
Hearing,9/23/21,4:00 PM,Closed Briefing on Intelligence Cycle,https://foreignaffairs.house.gov/hearings?ID=1A206195-C0C4-47DC-B713-412EF6F7C881
Hearing,9/23/21,2:00 PM,Transatlantic Cooperation on Countering Global Violent Extremism,https://foreignaffairs.house.gov/hearings?ID=DCB3F34E-C5EF-4C40-AE8E-9B2F4A48CA95
Hearing,9/23/21,10:00 AM,Shifting the Power: Advancing Locally-led Development and Partner Diversification in U.S. Development Programs,https://foreignaffairs.house.gov/hearings?ID=47DFD0AD-841B-4564-9464-0F70782BCE9D
Hearing,9/22/21,10:00 AM,Joint House Foreign Affairs & Oversight & Reform Committee Members Closed Briefing on Afghanistan,https://foreignaffairs.house.gov/hearings?ID=1FCA1658-6FC2-4EA7-B88B-E46975A06B20
