category,date,title,url,description
Press Releases,05.04.2022,E&C Leaders Unveil FDA User Fees Legislative Package,https://republicans-energycommerce.house.gov/news/fda-act-2022/,"WASHINGTON, D.C. – Energy and Commerce Republican Leader Cathy McMorris Rodgers (R-WA), Energy and Commerce Committee Chairman Frank Pallone, Jr. (D-NJ) , Health Subcommittee Republican Leader Brett Guthrie (R-KY), and Health Subcommittee Chairwoman Anna G. Eshoo (D-CA) today unveiled a comprehensive legislative package to reauthorize the Food and Drug Administration (FDA) user fee agreements. Eshoo and Guthrie will introduce the “Food and Drug Amendments of 2022” this week, which the Health Subcommittee intends to mark up next week.      "
Press Releases,05.03.2022,Rodgers Statement on SCOTUS Leak,https://republicans-energycommerce.house.gov/news/rodgers-statement-on-scotus-leak/,"Washington, D.C. — House Energy and Commerce Republican Leader Cathy McMorris Rodgers (R-WA) released the following statement on a leaked draft opinion in the case of Dobbs v. Jackson Women’s Health Organization."
Press Releases,05.02.2022,Republican Leaders Urge CMS to Reconsider  Limiting Access to Lifesaving Cures,https://republicans-energycommerce.house.gov/news/republican-leaders-urge-cms-to-reconsider-limiting-access-to-lifesaving-cures/,"Washington, D.C.—Republican leaders of the Senate and House Committees with oversight of the Centers for Medicare and Medicaid Services (CMS) are raising concerns with a recent decision to severely restrict coverage of a U.S. Food and Drug Administration (FDA)-approved Alzheimer’s treatment and any similar future treatments, in a disturbing break with precedent.   "
Press Releases,04.28.2022,Leader Rodgers Says Biden is Acting Like an Authoritarian Dictator to Control Speech,https://republicans-energycommerce.house.gov/news/press-release/leader-rodgers-says-biden-is-acting-like-an-authoritarian-dictator-to-control-speech/,"Washington, D.C. — House Energy and Commerce Republican Leader Cathy McMorris Rodgers (R-WA) responded to the Biden Administration’s effort to establish a ‘Disinformation Governance Board’ at the U.S. Department of Homeland Security and urged Democrats to abandon their censorship mission.  "
Press Releases,04.28.2022,"Rodgers, Banks, & Wenstrup Lead QALY Ban to Affirm Every Person’s Life has Value",https://republicans-energycommerce.house.gov/news/74988/,"WASHINGTON D.C. — Today, House Energy and Commerce Republican Leader and Republican Study Committee Member Cathy McMorris Rodgers, RSC Chairman Jim Banks, and RSC Member and GOP Doctors Caucus Co-Chair Brad Wenstrup, D.P.M, introduced The Protecting Health Care for All Patients Act, important legislation that would expand access to life saving cures and prevent discrimination against Americans with disabilities."
Press Releases,04.28.2022,Energy Subcommittee Leader Upton Opening Remarks on Biden’s Energy Crisis,https://republicans-energycommerce.house.gov/news/energy-subcommittee-leader-upton-opening-remarks-on-bidens-energy-crisis/,"Washington, D.C. — Energy Subcommittee Republican Leader Fred Upton (R-MI) delivered opening remarks at today’s Energy Subcommittee hearing with Secretary of Energy Jennifer Granholm for the Department of Energy’s Fiscal Year 2023 budget."
Press Releases,04.28.2022,Leader Rodgers Urges Sec. Granholm to Say ‘Yes’ to American Energy and Lower Costs,https://republicans-energycommerce.house.gov/news/leader-rodgers-urges-sec-granholm-to-say-yes-to-american-energy-and-lower-costs/,"Washington, D.C. — Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) delivered remarks in today’s Energy Subcommittee hearing with Secretary of Energy Jennifer Granholm for the Department of Energy’s Fiscal Year 2023 budget."
Hearings,"April 28, 2022",The Fiscal Year 2023 DOE Budget,https://republicans-energycommerce.house.gov/hearings/the-fiscal-year-2023-doe-budget/,https://youtu.be/_B0YGsZzTfc
