category,date,title,url
Majority Hearings,Nov 04 2021,,https://transportation.house.gov/committee-activity/hearings/the-evolving-cybersecurity-landscape-industry-perspectives-on-securing-the-nations-infrastructure
Majority Hearings,Nov 02 2021,,https://transportation.house.gov/committee-activity/hearings/the-general-services-administrations-priorities-for-2021-and-beyond
Majority Press Releases,"November 02, 2021","Chairs DeFazio, Titus Statements from Hearing on General Service Administration’s Priorities for 2021 and Beyond ",https://transportation.house.gov/news/press-releases/chairs-defazio-titus-statements-from-hearing-on-general-service-administrations-priorities-for-2021-and-beyond-
Majority Press Releases,"October 29, 2021","Chairs DeFazio, Titus Announce Hearing on General Services Administration’s Priorities for 2021 and Beyond",https://transportation.house.gov/news/press-releases/chairs-defazio-titus-announce-hearing-on-general-services-administrations-priorities-for-2021-and-beyond
Majority Press Releases,"October 29, 2021",Chair DeFazio Announces First Hearing in a Two-Part Series on Protecting the Nation’s Infrastructure Amid an Evolving Cybersecurity Landscape,https://transportation.house.gov/news/press-releases/chair-defazio-announces-first-hearing-in-a-two-part-series-on-protecting-the-nations-infrastructure-amid-an-evolving-cybersecurity-landscape
Minority Hearings,"November 4, 2021",The Evolving Cybersecurity Landscape: Industry Perspectives on Securing the Nation's Infrastructure,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405648
Minority Hearings,"November 2, 2021",The General Services Administration’s Priorities for 2021 and Beyond,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405647
Minority Press Releases,"November 2, 2021",Webster Statement from Hearing on GSA’s Priorities,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405654
Minority Press Releases,"November 2, 2021",House and Senate Committee Leaders Raise Concern Over Activists Calling for Physical Attacks on Energy Infrastructure,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405656
