category,date,title,url,summary
Markups,"Thursday, September 23, 2021", Shifting the Power: Advancing Locally-led Development and Partner Diversification in U.S. Development Programs,https://gop-foreignaffairs.house.gov/hearing/subcommittee-hearing-shifting-the-power-advancing-locally-led-development-and-partner-diversification-in-u-s-development-programs/,
Markups,"Tuesday, September 21, 2021", An International Response to Ortega’s Destruction of Democracy in Nicaragua,https://gop-foreignaffairs.house.gov/hearing/subcommittee-hearing-an-international-response-to-ortegas-destruction-of-democracy-in-nicaragua/,
Press Releases,09.21.21,McCaul Reacts to Biden Speech to UN,https://gop-foreignaffairs.house.gov/press-release/mccaul-reacts-to-biden-speech-to-un/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul has released the following statement in response to President Biden’s address to the United Nations General…"
Press Releases,09.21.21,"McCaul Offers NDAA Amendments to Strengthen National Security, Foreign Policy",https://gop-foreignaffairs.house.gov/press-release/mccaul-offers-ndaa-amendments-to-strengthen-national-security-foreign-policy/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul has offered 10 amendments to this year’s National Defense Authorization Act (NDAA). The House Foreign Affairs…"
Press Releases,09.20.21,McCaul on BIS Head Confirmation Hearing,https://gop-foreignaffairs.house.gov/press-release/mccaul-on-bis-head-confirmation-hearing/,"Washington, D.C. –  House Foreign Affairs Committee Lead Republican Michael McCaul has released the following statement ahead of tomorrow’s Senate Banking Committee confirmation hearing for the…"
Press Releases,09.18.21,McCaul on the Sixth Summit of the Community of Latin American and Caribbean States,https://gop-foreignaffairs.house.gov/press-release/mccaul-on-the-sixth-summit-of-the-community-of-latin-american-and-caribbean-states/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul has released the following statement on the summit of the Community of Latin American and Caribbean States…"
Press Releases,09.17.21,McCaul on Russia’s Parliamentary Election,https://gop-foreignaffairs.house.gov/press-release/mccaul-on-russias-parliamentary-election/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul has released the following statement as voting begins in Russia’s parliamentary election and in response to…"
Press Releases,09.17.21,ICYMI: The Hill: How Lawmakers Aided the Afghan Evacuation,https://gop-foreignaffairs.house.gov/press-release/icymi-the-hill-how-lawmakers-aided-the-afghan-evacuation/,How lawmakers aided the Afghan evacuation
Press Releases,09.17.21,McCaul Supports New Executive Order on Ethiopia,https://gop-foreignaffairs.house.gov/press-release/mccaul-supports-new-executive-order-on-ethiopia/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul has released the following statement in support of the Biden Administration’s Executive Order providing for…"
Press Releases,09.16.21,House Foreign Affairs Committee Republicans Announce New Press Secretary,https://gop-foreignaffairs.house.gov/press-release/house-foreign-affairs-committee-republicans-announce-new-press-secretary/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul has announced that McLaurine Pinover will be joining the staff as press secretary. Pinover most recently served as…"
Press Releases,09.15.21,"McCaul on Defense and Nuclear Partnership with UK, Australia",https://gop-foreignaffairs.house.gov/press-release/mccaul-on-defense-and-nuclear-partnership-with-uk-australia/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul has released the following statement on the newly announced Australia-United Kingdom-United States (AUKUS) defense…"
Press Releases,09.15.21,"McCaul on Iran’s “Nuclear Provocations”, Reports of Harassment of Female IAEA Inspectors",https://gop-foreignaffairs.house.gov/press-release/mccaul-on-irans-nuclear-provocations-reports-of-harassment-of-female-iaea-inspectors/,"Washington, D.C.-House Foreign Affairs Committee Lead Republican Michael McCaul has released the following statement in response to ongoing developments related to Iran’s nuclear program, including…"
