category,date,title,url,summary
Markups,"Tuesday, May 17, 2022",The FY23 Budget Request: USAID’s Foreign Policy and International Development Priorities,https://gop-foreignaffairs.house.gov/hearing/the-fy23-budget-request-usaids-foreign-policy-and-international-development-priorities/,
Markups,"Thursday, May 12, 2022",Forest Conservation in the Fight Against Climate Change,https://gop-foreignaffairs.house.gov/hearing/forest-conservation-in-the-fight-against-climate-change/,
Press Releases,05.17.22,McCaul on Admin Decision to Redeploy Troops to Somalia,https://gop-foreignaffairs.house.gov/press-release/mccaul-on-admin-decision-to-redeploy-troops-to-somalia/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul released the following statement in response to the Biden administration’s intended plans to redeploy troops to…"
Press Releases,05.17.22,President Biden’s Unilateral Concessions are a Betrayal of Cuba’s Democratic Opposition,https://gop-foreignaffairs.house.gov/press-release/president-bidens-unilateral-concessions-are-a-betrayal-of-cubas-democratic-opposition/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX), Rep. Mario Diaz-Balart (R-FL), Rep. Mark Green (R-TN), Rep. Maria Elvira Salazar (R-FL), and Carlos A…."
Press Releases,05.13.22,"McCaul Promotes CHIPS Funding, Stronger Export Controls at Counter China Bill Conference Committee",https://gop-foreignaffairs.house.gov/press-release/mccaul-promotes-chips-funding-stronger-export-controls-at-counter-china-bill-conference-committee/,"Washington, D.C.- Yesterday, House Foreign Affairs Committee Lead Republican Michael McCaul discussed the importance of passing bipartisan legislation to confront the generational threat posed by the…"
Press Releases,05.12.22,McCaul Opening Statement at Full Committee Hearing on Forest Conservation and Climate Change,https://gop-foreignaffairs.house.gov/press-release/mccaul-opening-statement-at-full-committee-hearing-on-forest-conservation-and-climate-change/,"Washington, D.C.- Today, House Foreign Affairs Committee Lead Republican Michael McCaul delivered the following opening statement at a full committee hearing on forest conservation and climate…"
Press Releases,05.12.22,McCaul Highlights CCP Human Rights Violations Ahead of UN High Commissioner Visit to China,https://gop-foreignaffairs.house.gov/press-release/mccaul-highlights-ccp-human-rights-violations-ahead-of-un-high-commissioner-visit-to-china/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul sent a letter to United Nations High Commissioner for Human Rights Michelle Bachelet highlighting the numerous…"
Press Releases,05.11.22,McCaul on Importance of Defeating Russia,https://gop-foreignaffairs.house.gov/press-release/mccaul-on-importance-of-defeating-russia/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul released the following statement on the Additional Ukraine Supplemental Appropriations Act that passed the House…"
